,,AVGCA RADIO CALL SIGN - EPIRB HEX NO & MMSI NO DATA BASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ACMA ,Type of,ACMA,ACMA,CG,New,,,Licence,,DSC VHF,Station Aerials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,Location,Call Sign,Station,Licence,SITE ID,DOM,DOM,EPIRB,HEX No,Expire,MMSI No,Operative,Checked,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG11,Life Jacket EPIRB,PLB-6,,,,,,0140502400M,3EF705AB3F81FE0,J135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF12 CGM,Sandringham,VMR 360,LCMR,349859,47790,1307304,1965229,,,22-Feb-12,,,,COAST GUARD MELBOURNE SAR BASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAR HQ,VMR 360,LCMR,348641,,1307304,1965229,,,22-Feb-12,005030126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VN 3NZ,LCMR,348670,,,,,,22-Feb-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGM / SB,Burwood,VMR 360,LCMR,1193043,,1192760,NO,,,22-Feb-12,,,,"CGM Standby base 55 Sevenoaks Rd, Burwood, Keith Jones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGM / SB,Hamlyn Heights,VMR 360,LCMR,1193042,47813,1307324,1965230,,,22-Feb-12,,,,"CGM Standby base 59 Glengate St Hamlyn Heights, Andrew Robb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGM / SB,Oakleigh,VZR 707,LCMR,1959384,141116,1959385,1965231,,,,,,,"CGM Standby base 40 Axford Cres, Oakleigh Vic Peter Palaskas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGD Link,Point to Point,VN 3NZ,FIXED,1308038,12127,,,,,22-Feb-12,,,,UHF Point to Point SAR HQ to RPP Site Arthurs Seat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RPP SITE,VJF 293,LMS,,12127,1307320,1965232,,,22-Feb-12,,,,"RPP Site Pindara Rd, Arthurs Seat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMS 400,SAR MOBILE,VMR 376,LCMR,348642,,1307305,,,,22-Feb-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG171 ,,VKV 7059,SSCBNA,11882299,,,,603274,BEEE6    4D228   00259,22-Feb-12,503173600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG68 ,,VKV 4388,SSCBNA,1308085,,,,701953,BEEE6AD26400369,22-Feb-12,503173700,,,DONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF15,Mallacoota,VMR 375,LCMR,1314514,302364,1314513,1965233,,,,,,Not active,"Karbeenthong Road,  MALLACOOTA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF15 / SB,Mallacoota,VMR 375,LCMR,348671,,1314396,,,,,,,Not active,Lees Road MALLACOOTA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF15 / SB,Mallacoota,VMR 375,LCMR,1314515,,1314516,,,,,,,Not active,Shadygully Drive MALLACOOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF16,Warrnambool,VMR 817,LCMR,1915385,140982,1916111,1965235,,,,005039904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG16,,VKV 7081,SSCBNA,1191688,,,,1902526106,3EEC960FA8FFBFF,1-Feb-26,503431600,,,OLD 3EF4775ABF81FE0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG16,Life Raft CG16,SA1G,,,,,,N550738,3EEC8940C2FFBFF,1-Dec-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG16,Life Jacket EPIRB,PLB-1,,,,,,0140502401M,3EF05ABBF81FE0,J176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG16,Life Jacket EPIRB,PLB-2,,,,,,0140502402M,3EF705AC3F81FE0,J60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG16,Life Jacket EPIRB,PLB-3,,,,,,0140502403M,3EF705ACBF81FE0,J20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG16,Life Jacket EPIRB,PLB-4,,,,,,0140502404M,3EF705AD3F81FE0,J62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG16,Life Jacket EPIRB,PLB-5,,,,,,0140502405M,3EF705ADB81FE0,J59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG16,Life Jacket EPIRB,PLB-6,,,,,,0140502406M,3EF705AE3F81FE0,J16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,503431600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF17,Portland,VMR 2233,LCNA,13287783,141457,1328784,1965235,,,,005030093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG17,MainVessel EPIRB,VKV 7082,SSCBNA,1191689,,,,MT603FG-h503J,3EEC961488FFBFF,1-May-26,503200500,,,DONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG17 ,Life Raft CG17,,,,,,,536076,3EEC6EF248FFBFF,1-Jun-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG17,Life Jacket EPIRB,PLB-1,,,,,,0140502407M,3EF705AEBF81FE0,J 147,,,,DONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG17,Life Jacket EPIRB,PLB-2,,,,,,0140502408M,3EF705AF3F81FE0,J 24,,,,DONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG17,Life Jacket EPIRB,PLB-3,,,,,,0140502409M,3EF705AFBF81FE0,J 09,,,,DONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG17,Life Jacket EPIRB,PLB-4,,,,,,0140502410M,3EF705B03F81FE0,J 201,,,,DONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG17,Life Jacket EPIRB,PLB-5,,,,,,0140502411M,3EF705B0BF81FE0,J 61,,,,DONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG17,Life Jacket EPIRB,PLB-6,,,,,,0140502412M,3EF705B13F81FE0,J 58,,,,DONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port Fairy Base,Joan Christie,VMR 380,LCMR,1193209,,NO,,,TO BE CANCELLED,,005030210,,,"Coast Guard base  Joan Christie, 31 Williams St Port Fairy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port Fairy CFA,Stand by CFA,VMR 380,LCMR,1193213,,NO,,,TO BE CANCELLED,,,,,Coast Guard Stand by base to Joan Christie at CFA Port Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF18,Lakes Entrance,VJF 405,LCMR,1902053,141455,,1965236,,,22-Feb-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG18,TRYEL ?,VKV 7083,,1191690,,,,603508,BEEE  64D50  000259,22-Feb-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG118 (218),GOOSE,VKV 7084,,1191691,,,,603535,BEEE  64D63  C00259,22-Feb-12,503381300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF19,Port Albert,VMR 394,LCMR,1191900,141458,NO,1965237,,,22-Feb-12,005030145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF19 / SB,Langsborough,VMR 394,LCMR,1191901,,,,,TO BE CANCELLED,22-Feb-12,005030146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG19 ,(Miss Gipps),VKV 6913,SSCBNA,1328810,,,,2960,BEEE   402E4     00022D,22-Feb-12,503220200,SOLD ????,,Yes Sold to be cancelled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG219 ,RIB,VKV 7057,SSCBNA,1188227,,,,1597,BEEE    40F97   C0022D,22-Feb-12,503220300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Life Jacket EPIRB,,,,,,,5510,3EF60AC33F81FE0,PBL200-AQUAFIX INT GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Life Jacket EPIRB,,,,,,,5089,3EF609F0BF81FE0,PBL200-AQUAFIX INT GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Life Jacket EPIRB,,,,,,,5252,3EF60A423F81FE0,PBL200-AQUAFIX INT GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Life Jacket EPIRB,,,,,,,5333,3EF60A6ABF81FE0,PBL200-AQUAFIX INT GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Life Jacket EPIRB,,,,,,,5247,3EF60A3FBF81FE0,PBL200-AQUAFIX INT GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF20,Port Welshpool,VMR 392,LCMR,1191902,141459,NO,1965238,,,22-Feb-12,005030131,,,MMSI number to be applied for,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF20 / SB,Port Franklin,VMR 392,LCMR,1191903,,,,,TO BE CANCELLED,22-Feb-12,005030132,,,"Standby base Kevin Feltham, Port Franklin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG20,,VKV 7085,SSCBNA,1191692,,,,603270,BEEE6     4D218  00259,,503187300,,,MMSI number to be applied for,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF21,Marlo,VZU 974,LCMR,1960266,45620,1960261,1965239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF21,Snowy River Tackel,VZU 973,LCMR,190261,Address,,,,,,,,,"VF21 Standby base Snowy River Tackle , 4 Marlo Rd Marlo Vic David Ballinger.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG21,,VKV 7086,SSCBNA,1191693,,,,603272,BEEE6     4D220  00259,22-Feb-12,503009610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG121,,VKV 7080,SSCBNA,1191687,,,,,,22-Feb-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF22 ,Paynesville,VMR 815,LCMR,1144909,50838,NO,1965240,,,,005030130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG22,,VKV 7087,SSCBNA,1191694,,,,603273,BEEE6     4D224  00259,22-Feb-12,503185700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG222,,VKV 7088,SSCBNA,1191695,,,,432790,,,503091470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF22 ,Eagle Point,VMR 845,LCMR,1902053,138263,1959399,1965241,,,,,,,"VF22 Standby Base, 80 Lake Victoria Rd Egale Point Vic Peter Tyers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MEMBERS VESSELS & RADIO BASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PISCES,,VK 3992,SSCBNA,348619,,,,,,22-Feb-12,,,,Gary Tomlins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAN 2,,VK 2025,SSCBNA,348616,,,,1711494468,3EEC8F7B00FFBFF,,,,,Peter Swan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BINDA,,VLV 3382,SSCBNA,348684,,,,,,22-Feb-12,,,,Sergo Megeletti?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Egan,Rye,VZF 476,LMS,,,1328645,,603249,BEEE6 4D1C4 00259,22-Feb-12,,,,2557 Nepean Highway RYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Egan,Rye,VNF 961,LCNA,1328001,,,,,,22-Feb-12,,,,2557 Nepean Highway RYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyn Thompson,Bittern,VNF 960,LCNA,1328000,,NO,,,,22-Feb-12,,,,"2620 Frankston-Flinders Road, Bittern, VIC 3918.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REPEATERS - TALK THROUGH - DUPLEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Oberon,VHF Channel 22,VLF 995,LCAS,1322329,,,,,"Potr Albert, Wilson's Prom South",22-Feb-12,,,,Telstra SMR Site MT OBERON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bass Hill,VHF Channel 21,VJ3 CK,LCAS,1320603,,,,,Westenport to Cape Liptrap,22-Feb-12,,,,Shire Site McDowell Road BASS HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland,VHF Channel 81,VNF 959,LCAS,1327999,,,,,Port Fairy to SA border,22-Feb-12,,,,Tower (Bld 162YW) Smelter PORTLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthurs Seat,VHF Channel 82,VZN 849,LCAS,1188187,,,,,Port Phillip & Westernport,22-Feb-12,,,,Telstra Radio Terminal Site ARTHURS SEAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Taylor,VHF Channel 80,VZN 849,LCAS,1188186,,,,,Lakes Entrance,22-Feb-12,,,,Telstra Seaphone Site MT TAYLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Fatigue,VHF Channel 81,VZN 849,LCAS,1188185,,,,,Corner Inlet- Wilson's Prom Nth,22-Feb-12,,,,Telstra Radio Terminal MT FATIGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Imlay,VHF Channel 81,VZN 849,LCAS,1188184,,,,,Eden - Mallacoota,22-Feb-12,,,,Telstra site MT IMLAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuulong,VHF Channel 80,VZN 849,LCAS,,,,,,Cape Otway - Port Fairy,22-Feb-12,,,,Telstra Radio Terminal YUULONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REPEATERS - SIMPLEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Nowa Nowa,Channel 16,AXN 667,LCAS,1192724,,,,,VHF Marine Repeater Ch 16,22-Feb-12,,,,State Government Tower MT NOWA NOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Nowa Nowa,Channel 67,AXN 663,LCAS,1192723,,,,,VHF Marine Repeater Ch 67,22-Feb-12,,,,State Government Tower MT NOWA NOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Nowa Nowa,UHF Point to Point,AXN 668,PTP,1192725,,,,,Site to Site,22-Feb-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Nowa Nowa,UHF Point to Point,VLV 732,PTP,1193196,,,,,Site to Site,22-Feb-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Nowa Nowa,UHF Point to Point,VNV956,PTP,1912064,,,,,80 Lake Victoria Rd Eage Point,22-Feb-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Nowa Nowa,UHF Point to Point,VNV955,PTP,1912063,,,,,80 Lake Victoria Rd Eage Point,22-Feb-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Nowa Nowa,UHF Point to Point,VNV908,PTP,1911903,,,,,149 W'tern Bvd Raymond Is,22-Feb-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Nowa Nowa,UHF Point to Point,VNV907,PTP,1911902,,,,,149 W'tern Bvd Raymond Is,22-Feb-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH 16 Downlink form Paynesville 404.025 MHz TX with 88.5 Hz Subtone   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH 67 Downlink from Paynesville 404.000 MHz Tx with 100.0 Hz Subtone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH 16 Uplink From Mt Nowa Nowa 413.475 MHz with 88.5 Hz Subtone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH 67 Uplink From Mt Nowa Nowa  413.450 MHz with 100.0 Hz Subtone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIGHT HOUSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light House,Cape Otway,VLV 299,LCMR,1185719,,,,,,22-Feb-12,,,,Mark Cape Otway Lighthouse 52379240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light House,Gabo Island,VMV 001,LCNA,1314500,,,,,,22-Feb-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light House,Pt Hicks,VMR 372,LCMR,348665,,,,,,22-Feb-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Members Land Mobile EPIRBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG94,Gary Tomlins,???-???,CG218,(AT AMSA),,,,603267,BEEE6    4D20C   00259,,,,,EPIRB Registration pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG93,Andrew Robb,TX-124,CG18,(AT AMSA),,,,603266,BEEE6    4D208   00259,,,,,EPIRB Registration pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG151,Marcus Grinblat,???-???,CG08,(AT AMSA),,,,603253,BEEE6    4D1D4   00259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPIRB'S SPARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPARE,CG220,(AT AMSA),,,,603271,BEEE6     4D21C  00259,3-Jul-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPARE,CG17,(AT AMSA),,,,603264,BEEE6    4D200   00259,23-Jun-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
